時系列No,進行目安,区分,地域・クエスト,会話ID,name,text,charId,行,イベントID,条件・演出備考,参照状態,source,修正案,編集メモ
428,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,レオン,"民を守ったことは認める。だが、お前たちは王国の制止を振り切り、各地のプリズムへ踏み込んでいる。
結果が正しかったからといって、独断まで正しくなるわけじゃない。",305,10/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
429,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,主人公,目の前で助けを求める人がいた。命令を待って見捨てる気はない。,301,11/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
430,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,レオン,……そういうところだ。,305,12/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
431,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,クロード,"レオン。気持ちは分かる。けど、今それをぶつける相手が違う。
こいつらがいなきゃ、もっと死んでた。そこは曲げるな。",304,13/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
432,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,レオン,……分かっている。だから厄介なんだ。,305,14/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
433,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,クロード,"俺はクロード。こっちはレオン。聖騎士団だ。
今日の不始末は俺たちが調べる。お前たちにも聞きたいことはあるが――今は休め。",304,15/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
434,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,レオン,次に会う時までに、自分たちが何に刃を向けているのか考えておけ。,305,16/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
435,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,,WATER_CITY_RIOT_SUPPRESSED,クロード,"……言い方。
まあ、俺たちも調べる。今度は遅れないようにな。",304,17/17,water_city_riot_suppressed,"event=water_city_riot_suppressed; actions=CONV:WATER_CITY_RIOT_SUPPRESSED -> WORLD_STATE(value=5,key=waterCityRiotWave) -> FLAG(key=waterCityRiotSuppressed) -> FLAG(key=waterCityCleared) -> WORLD_STATE(value=2,key=waterCityState) -> SUB(value=5) -> LOG(value=水上都市の暴動は鎮圧された。街の様子を確かめ、ソフィアと話そう。)",現行参照,story.js:1626,,
436,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_RIOT_SOPHIA,ソフィア,"こっちは住民を水路裏へ逃がす。あんたたちは黒鎧を止めて。
北へ抜かせるんじゃないよ。",202,1/1,water_city_riot_sophia,event=water_city_riot_sophia; actions=CONV:WATER_CITY_RIOT_SOPHIA; 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1708,,
437,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_RIOT_ELDER,老人,"水路沿いへ出るな。裏手を通れ。
若いのが時間を稼いでるうちに、子どもから逃がすんだ。",,1/1,town_water_riot_elder,event=town_water_riot_elder; actions=CONV:WATER_CITY_RIOT_ELDER; 水上都市リヴァリア FMAP000015-00 / 老人と話す,現行参照,story.js:1715,,
438,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_RIOT_BOATMAN,船大工,"子どもは船渠の倉庫へ入れた。扉は厚い。
俺はここで、逃げる道を空ける。",,1/1,town_water_riot_boatman,event=town_water_riot_boatman; actions=CONV:WATER_CITY_RIOT_BOATMAN; 水上都市リヴァリア FMAP000015-00 / 船大工と話す,現行参照,story.js:1721,,
439,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_RIOT_VETERAN,元兵士,"剣はもう振れんが、盾なら持てる。
あんたらは前へ行け。ここは通させない。",,1/1,town_water_riot_veteran,event=town_water_riot_veteran; actions=CONV:WATER_CITY_RIOT_VETERAN; 水上都市リヴァリア FMAP000015-00 / 元兵士と話す,現行参照,story.js:1727,,
440,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_RIOT_FERRYMAN,渡し守,"橋を渡るな！　黒鎧が向こう側を走ってる！
水路なら俺が逃がす。陸は頼んだぞ！",,1/1,town_water_riot_ferryman,event=town_water_riot_ferryman; actions=CONV:WATER_CITY_RIOT_FERRYMAN; 水上都市リヴァリア FMAP000015-00 / 渡し守と話す,現行参照,story.js:1733,,
441,第4段階 水上都市・海底神殿・レクスノート邸,村人・町会話,水上都市リヴァリア FMAP000015-00,TOWN_WATER_SAINT_RUMOR,荷運び人,あの聖騎士団、すごかったよな。噂だけど、王都には聖女様ってのもいるらしいぜ。,,1/2,town_water_saint_rumor,event=town_water_saint_rumor; actions=CONV:TOWN_WATER_SAINT_RUMOR; 水上都市リヴァリア FMAP000015-00 / 荷運び人と話す,現行参照,story.js:1739,,
442,第4段階 水上都市・海底神殿・レクスノート邸,村人・町会話,水上都市リヴァリア FMAP000015-00,TOWN_WATER_SAINT_RUMOR,荷運び人,"つい最近も、魔族の拠点を聖なる光で浄化したって話だ。
教団には頭が上がらないな。",,2/2,town_water_saint_rumor,event=town_water_saint_rumor; actions=CONV:TOWN_WATER_SAINT_RUMOR; 水上都市リヴァリア FMAP000015-00 / 荷運び人と話す,現行参照,story.js:1739,,
443,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_POST_RIOT_SUPPLY,備蓄係,"黒鎧が押さえてた備蓄を整理してる。あんたたちが守ってくれなきゃ、倉庫ごと持っていかれてた。
上の箱で使えそうなものがあれば持っていってくれ。",,1/1,town_water_post_riot_supply,event=town_water_post_riot_supply; actions=CONV:WATER_CITY_POST_RIOT_SUPPLY; 水上都市リヴァリア FMAP000015-00 / 備蓄係と話す,現行参照,story.js:1760,,
444,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_POST_RIOT_ALCHEMIST,錬金術師,水のプリズムが静まって、ここの水はまた澄み始めた。余計な魔力の濁りが少ないから、薬にも触媒にも向くんだ。,,1/2,town_water_post_riot_alchemist,event=town_water_post_riot_alchemist; actions=CONV:WATER_CITY_POST_RIOT_ALCHEMIST; 水上都市リヴァリア FMAP000015-00 / 錬金術師と話す,現行参照,story.js:1766,,
445,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_POST_RIOT_ALCHEMIST,錬金術師,錬金所も開け直したよ。素材があるなら寄っていきな。街が戻る時は、薬がいくらあっても困らない。,,2/2,town_water_post_riot_alchemist,event=town_water_post_riot_alchemist; actions=CONV:WATER_CITY_POST_RIOT_ALCHEMIST; 水上都市リヴァリア FMAP000015-00 / 錬金術師と話す,現行参照,story.js:1766,,
446,第4段階 水上都市・海底神殿・レクスノート邸,クエスト,澄んだ水路の残火 [water_city_hunt_waterway],QUEST_WATER_CITY_WATERWAY_KEEPER_START,水路番,"ちょうどよかった。修復船を出したいんだが、近海と神殿側にウィスプが残ってる。
船頭が怖がって、櫂を持とうとしない。",,1/2,quest_water_city_waterway_keeper_start,event=quest_water_city_waterway_keeper_start; actions=CONV:QUEST_WATER_CITY_WATERWAY_KEEPER_START,現行参照,story.js:1776,,
447,第4段階 水上都市・海底神殿・レクスノート邸,クエスト,澄んだ水路の残火 [water_city_hunt_waterway],QUEST_WATER_CITY_WATERWAY_KEEPER_START,水路番,"十五体ほど減れば、まず一本は通せる。
水路は俺たちで直す。魔物の方だけ、頼めないか。",,2/2,quest_water_city_waterway_keeper_start,event=quest_water_city_waterway_keeper_start; actions=CONV:QUEST_WATER_CITY_WATERWAY_KEEPER_START,現行参照,story.js:1776,,
448,第4段階 水上都市・海底神殿・レクスノート邸,クエスト,澄んだ水路の残火 [water_city_hunt_waterway],QUEST_WATER_CITY_WATERWAY_KEEPER_REPORT,水路番,"戻ったか。さっき修復船を一本出した。
久しぶりに、荷じゃなく工具を積んだ船だ。",,1/2,quest_water_city_waterway_keeper_report,event=quest_water_city_waterway_keeper_report; actions=CONV:QUEST_WATER_CITY_WATERWAY_KEEPER_REPORT,現行参照,story.js:1786,,
449,第4段階 水上都市・海底神殿・レクスノート邸,クエスト,澄んだ水路の残火 [water_city_hunt_waterway],QUEST_WATER_CITY_WATERWAY_KEEPER_REPORT,水路番,"助かった。これで水路は人の仕事に戻せる。
魔物相手より、泥さらいの方が俺には向いてる。",,2/2,quest_water_city_waterway_keeper_report,event=quest_water_city_waterway_keeper_report; actions=CONV:QUEST_WATER_CITY_WATERWAY_KEEPER_REPORT,現行参照,story.js:1786,,
450,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_AFTER_CLEAR,システム,"暴動が収まり、水上都市にはようやく人の声が戻り始めた。
澄んだ水路のそばで、住民たちが倒れた看板や荷を起こしている。",,1/5,water_city_after_clear,event=water_city_after_clear; actions=CONV:WATER_CITY_AFTER_CLEAR -> FLAG(key=waterCityPostClearTalked) -> SUB(value=5) -> LOG(value=解放された水上都市で一息つき、街に残る手掛かりを探そう。); 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1796,,
451,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_AFTER_CLEAR,都市の長,"水のプリズムだけじゃない。この街まで守ってもらった。
君たちには、何度礼を言っても足りない。",,2/5,water_city_after_clear,event=water_city_after_clear; actions=CONV:WATER_CITY_AFTER_CLEAR -> FLAG(key=waterCityPostClearTalked) -> SUB(value=5) -> LOG(value=解放された水上都市で一息つき、街に残る手掛かりを探そう。); 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1796,,
452,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_AFTER_CLEAR,ソフィア,神殿から戻った足で五度も斬り合ったんだ。今くらいは肩の力を抜きな。,202,3/5,water_city_after_clear,event=water_city_after_clear; actions=CONV:WATER_CITY_AFTER_CLEAR -> FLAG(key=waterCityPostClearTalked) -> SUB(value=5) -> LOG(value=解放された水上都市で一息つき、街に残る手掛かりを探そう。); 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1796,,
453,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_AFTER_CLEAR,ソフィア,"兵が引いた今なら、閉じてた店も記録庫も動き出す。
気になるなら街を歩いてみるといい。私も少し状況を整理する。",202,4/5,water_city_after_clear,event=water_city_after_clear; actions=CONV:WATER_CITY_AFTER_CLEAR -> FLAG(key=waterCityPostClearTalked) -> SUB(value=5) -> LOG(value=解放された水上都市で一息つき、街に残る手掛かりを探そう。); 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1796,,
454,第4段階 水上都市・海底神殿・レクスノート邸,メイン・イベント,水上都市リヴァリア FMAP000015-00,WATER_CITY_AFTER_CLEAR,ケイト,"……少しだけ、街の様子を見て回りましょう。
助けを必要としている人が、まだいるかもしれません。",104,5/5,water_city_after_clear,event=water_city_after_clear; actions=CONV:WATER_CITY_AFTER_CLEAR -> FLAG(key=waterCityPostClearTalked) -> SUB(value=5) -> LOG(value=解放された水上都市で一息つき、街に残る手掛かりを探そう。); 水上都市リヴァリア FMAP000015-00 / ソフィアと話す,現行参照,story.js:1796,,
455,第4段階 水上都市・海底神殿・レクスノート邸,村人・町会話,水上都市リヴァリア FMAP000015-00,TOWN_WATER_VILLAGER_1,老人,"水差しは使うなよ。
底に、黒い砂がたまる。",1003,1/4,town_water_villager_1,event=town_water_villager_1; actions=CONV:TOWN_WATER_VILLAGER_1; 水上都市リヴァリア FMAP000015-00 / 老人と話す / 要フラグ:thunderFortCleared; 水上都市リヴァリア FMAP000015-00,現行参照,story.js:1821,,
456,第4段階 水上都市・海底神殿・レクスノート邸,村人・町会話,水上都市リヴァリア FMAP000015-00,TOWN_WATER_VILLAGER_1,老人,"客は減った。
でも洗濯物だけ増える。嫌になるね。",1003,2/4,town_water_villager_1,event=town_water_villager_1; actions=CONV:TOWN_WATER_VILLAGER_1; 水上都市リヴァリア FMAP000015-00 / 老人と話す / 要フラグ:thunderFortCleared; 水上都市リヴァリア FMAP000015-00,現行参照,story.js:1821,,
